recommended,review,sentiment_label,sentiment_score,model_prediction_smart
False,juego de mierda en medio de la ronda 31 de zombies casi por completar el easter egg se glitcheo la partida y a mi amigo y a mi nos saco que basura de juego,NEG,0.9994240999221802,False
False,"nos vendieron el cuento chino de que habían escuchado a la comunidad ( cuando nunca lo hicieron) de no permitir las skins de black ops 6 en black ops 7 para que no desentonaran con la temática del juego y sacan esta campaña. xd. una vez más nos vendieron la moto. lo único que se salva son los zombis pero con los problemas de siempre. servidor desconectado, perfil desconectado, y múltiples bug con funciones de los chicles que luego no funcionan. mi consuelo es que fué un regalo, de lo contrario no lo hubiera descargado salvo que fuera free to play.",NEU,0.9600927829742432,False
False,es una mierda expliquenme q fue lo q arreglaron siguen saliendo los mismos tipos haqueados de siempre te dan dos tiros y te mueres estoy jugando constantemente contra profecionales no puedo asomar la cabesa  y te revientan la gente sigue jugando con mandos con muchisima ayuda asi no se puede imbesilesssssss no hacen nada q sirva devuelvanme mi dinero q asco de juego esta peor q el 6 y la historia es la peor del ciglo nada q ver con un juego de calo mierda renuncien y dejenle la creacion del juego a profecionales,NEG,0.9992685914039612,False
False,solo merece la pena el modo zombie y modo multijugador el modo campaña es una mierda que no se pueda pausar en una partida si tienrs que ir a mear s un delito federal  y que sea la campaña coperativo es una mierda arreglarlo y cambiare de oinion porque yo jueo solo modo campaña y en modo zombie gracias,NEG,0.9981731176376343,False
False,"el sbmm sigue igual o más fuerte que en black ops 6, pero a esto sumale que esta lleno de chetos. da puto asco, es injugable y os lo digo yo que llevo muchas horas jugadas, el juego está guapo, zombis y multi bueno pero con tryhards, cheaters y sbmm es una mierda. zombis muy guapo. campaña mala.",NEG,0.9990602135658264,False
False,"peor black ops sin duda, no compren esto ni porque se los regalen alch",NEG,0.9990803003311157,False
False,"es el mejor que han sacado en los últimos 10 años (algo no muy complicado). el zombies y el multiplayer son muy divertidos, el zombies vuelve a un estilo más similar a los originales y añade un modo más complejo en el que puedes añadir diferentes modificadores. esto muy bien, pero la campaña tiene un guión malo malo. usan demasiado la ia para cosas que solo abultan el tamaño del juego como grafitis y calling cards. no comprar por más de 35€",POS,0.8389923572540283,True
False,"this game is terrible; i have to play every match like there's no tomorrow. the worst part is that if we're losing, they spawn too many enemies. the respawn points are awful; you appear and a winged enemy spawns right next to you.",NEG,0.9961459636688232,False
True,"como siempre los zombies carreando la saga, aunque igual nunca compro los cods ni por la campaña ni por el multi, solo zombies y por lo menos para mi estos zombies prometen osi osi",NEU,0.9824371337890625,True
False,gente realmente no lo compren al juego tiene sbmm alto la campaña es mala,NEG,0.9992623925209045,False
False,"se rien de su propio publico, este juego roza la estafa",NEG,0.9989150762557983,False
True,el easter egg de zombies el boss final es demasiado dificil hahaha,NEG,0.9985622763633728,False
True,"la campaña es una mierda?, absolutamente pero no voy a mentir y aunque el multiplayer sea un copy paste de bo6 sigue siendo entretenido y frenetico, falla en algunos mapas agregados pero bueno, los zombies siguen carreando los call of duty, no tengo queja en nada, lo recomiendo si eres un mamador",NEU,0.7762029767036438,True
True,"despues de 15h de juego la parte mas destacable es que los zombis no me parecen malos, el multi bueno, no esta mal esta divertido, la campaña ni la voy a tocar, suficiente con lo que he visto, para mi es recomendable simplemente porque llevaba años sin jugar un cod y tenia ganas de darle otra vez a uno",POS,0.9987101554870605,True
True,"el zombies me ha gustado, no se si me lo lean pero saquen más mapas de supervicencia por favor.",POS,0.9942821264266968,True
True,"es mejor que el 6 sin lugar a dudas, el zombies es super difícil de jugar con una sola persona y ya no hay match en las partidas del multi",NEU,0.9847897887229919,True
False,"they lied about sbmm, this company hate the costumers",NEU,0.9988219141960144,False
True,el mejor cod; que bacan; una campaña multijugador con dinamicas como world of warcraft,POS,0.9979215264320374,True
True,"- modo campaña 3/10: para niños. decepcionante si lo comparas con campañas de antaño. está divertida con colegas,te echas unas risas, es arcade, pero muy muy lejos del nivel de ww,bo1 y modern warfare clásicos, nada que ver.
- multijugador 7,5/10: para todos. como siempre, arcade, es divertido sin el sbmm. me gustaban los modern warfare clásicos para multi y los black ops para zombies. le falta la facilidad y variedad de elegir los modos de juego como antaño.
- engame ¿?/10: no lo he probado aún.
- zombies 9/10 : este modo es para adultos. me enamoré de zombies en ww, black ops1 y 2. desde entonces, excepto ww2, ninguno me ha gustado hasta bo7, de bo6 me encantó la manejabilidad, pero la historia y los mapas....eran infumables. me parecen top los zombies en el 7. hacía años y años que no tenía este vicio insano por zombies. ha recuperado la estética e iluminación de los buenos tiempos, ese ambiente es clave. el modo cursed es muy bueno. puedo jugar en cursed con la reliquia de las 4 bebidas, no uso chicles y prácticamente tengo lo mejor de lo clásico con la manejabilidad de lo moderno. la vuelta de los ultimis y su aura. me encantan. no les doy un 10 porque la crew de requiem sobra, es un equipo totalmente woke y forzado para ser inclusivos (el negro del bronx con pintas de indigente, la vieja lesbiana amargada feminazi, la de género fluido con pelo en el sobaco y el ciego de la once). siento que estropean toda la magia, no tienen aura, se ven ridículos al lado de richtofen y compañía.
también echo en falta los comentarios basados y funables de antaño, las armas de la segunda guerra mundial con pack a punch, el mp40...la temática zombies nazis, creo que deberían haberle dado continuidad al estilo de ww2 pero con el humor negro de los clásicos.
el doblaje al castellano es una mierda. en voz original farmea aura.


jugando a cod desde hace 17 años mi conclusión es:
- los zombies si valen lo que cuesta el juego, antiguamente pagabas más con los dlc, 80 euros bien pagados, y estoy seguro de que los siguientes mapas van a ser top,me parece correcto, ni más ni menos.
- si hablamos del multi diría que cuesta 30-40 euros por ahora.
- el modo endgame  tiene muy buena pinta pero no lo he probado.
- finalmente el modo campaña vale 5-10 euros y de milagro.

los juegos de la última década han sido lamentables en general, no solo call of duty.
se han centrado tanto en los gráficos y el realismo que ha perdido la diversión la industria del videojuego, sumándole los micropagos.
también da la sensación de que hacen los juegos para tontos, sin dificultad ninguna.
la creatividad y originalidad son inexistentes en la actualidad.
precisamente el modo zombies tiene esa orginalidad y ese punto que hace que te enganches, te diviertas y quieras jugarlo una y otra vez, con retos cada vez más complicados y más locos en rondas muy altas.
desde kino der toten y tranzit no había jugado tanto un mapa como ashes of the damned.
si eres zomber lo recomiendo 100%, te va a sorprender.
si es por multiplayer no lo compraría hasta verlo en oferta y me compraría en todo caso battlefield6 aunque no lo he probado,pero tiene mejor pinta.
y por el modo campaña ni se me pasaría por la cabeza la idea de comprarlo.",POS,0.5619181990623474,True
False,"no se por que pero no me inicia 
alguien sabe?",NEU,0.9515795707702637,False
False,i did not like it i want my refund,NEU,0.9957565665245056,False
False,shit game,NEU,0.9870075583457947,False
True,only zombies is worth it..,NEG,0.9831404089927673,False
True,"no vale 80$, pero es un buen juego.",POS,0.9986940026283264,True
True,"ta caro...si no,estaria bueno",NEU,0.8818526268005371,True
True,"está muy bien la verdad, soy un fiel seguidor de cod pero el último que compré fue el bo3 en su época, considero que si juegas cada cod que sale, incluyendo el bo6. no te renta mucho este cod, si eres como yo, que lleva mucho sin coger un cod, te lo recomiendo, la verdad que mis dieces",POS,0.9925305247306824,True
True,el mejor,POS,0.9986028075218201,True
True,"a mi si me gustó, yo juego multi asi que con eso",POS,0.9983561635017395,True
False,"(actuais todos como si comprara todos los cods que salen. no soy tan mononeuronal, llevaba sin comprar uno desde el reboot de modern warfare.)

no vuelvo a pagar un call of duty

-campaña:
->online e historia absurda.
->literalmente es warzone pero con ""historia"".
->el concepto de online y bosses está bien, no para una campaña, pero si para un modo a parte.

-multijugador, está bien, hasta que ves que los emblemas están hechos con ia.
->por no decir, que me ha saltado 3 veces en un día el mismo bug de ver la pantalla de carga a mitad partida. es decir, la partida carga, pero solo ves la pantalla de carga.

-zombies: 
->que cojones hacen los originales aquí, todos sabemos como acabaron en bo4.
->no soy fan de zombies, tampoco puedo opinar.

conclusiones: 
no pagues 80€ por esto, y a ver si activision se entera que renta mas tardar en hacer un juego pero que esté bien hecho, a sacar esto.",NEG,0.983913779258728,False
False,"tremendo bodrio, call of duty black ops 6, ni se molestaron en cambiar el sonido del anterior juego, esta horrible, si lo tienes en el game pass hasta me doleria pagar 10 dolares para probar semejante bodrio, horrible, en todas las letras, no esta bueno no sean cojudos.",NEG,0.9991814494132996,False
False,"menudo mojón... lo he comprado hace 1h y ya me arrepiento, mapas enanos y un respawn mas aleatorio que una tombola... 1/5 estrellas.",NEG,0.9989025592803955,False
False,"los zombies mi pasión, las mujeres negras mi perdición",NEG,0.9965388774871826,False
False,"tiene sbmm cuando dijeron que lo habian quitado o reducido, la campaña y el modo zombie parece un dlc del black ops 6",NEG,0.9757391214370728,False
False,"lo volvi a jugar por que habian quitado partida igualada pero ahora lo han vuelto a poner y la han cagado.
me parece que ahora mismo el juego solo vale para hecharse unos zombis tranquilo y poco mas, por que si juegas multi solo va a servir para que te encuentren 15 enfermitos que no salen de su casa y no te dejen disfrutar del juego. 
nunca pense en llevarme este chasco de un juego que me esperaba que fuese a ser la ostia.",NEG,0.9986101388931274,False
False,"he de reconocer que lo han logrado, han logrado una decadencia todavía más acentuada, un fracaso de compañía y de videojuego, me lo compré porque realmente no había nada más a qué jugar y... como me equivoqué, el ajedrez del windows 7 era sin lugar a dudas muchísimo mejor juego que esta escoria.

call of duty murió, pero en 2019, lo único que el afán de la commpañía que lo lleva, es arruinarlo año tras año todavía más y más, hasta el punto en el que cualquier otra cosa, es muchísimo mejor que dedicarle ni si quiera 1 minuto a esta cosa que tienen el valor de llamarlo videojuego.

estafadores y mentirosos, deberíais cerrar los servidores y devolver a la gente el dinero de esta porquería, incompetentes.",NEG,0.9991852641105652,False
False,"antes el 6 iba de puta madre pero han metido una mierda de seguridad y no se puede jugar ni este ni el anterior, quiero mi reembolso (:",NEG,0.9992802739143372,False
False,"no hay ninguna manera de poder justificar un gasto de 70 dólares en esto. para nada. incluso si está de oferta, lo dudaría mucho, a menos que se justifique el gasto solo por el modo zombie. porque con lo que este juego ofrece no lo vale. aun usando la tarjeta de papi es una muy mala forma de gastar el dinero. en el mercado actual, dentro del género shooter, existen otras propuestas con experiencias de calidad, coherentes e innovadoras que superan esto en todos los sentidos. si quieres guerra inmersiva pura y dura battlefield 6 hoy es líder; si quieres algo multijugador innovador tienes arc raider, pero si quieres un modo zombie, okey, vamos a poner ahí a black ops 7 y será solo eso en lo que podría decirte que tiene chances de ganar.  por lo demás, completamente olvidable.",NEU,0.5913109183311462,False
False,"do not buy this. the sbmm is absolutely terrible, by far the worst i’ve ever experienced , and i seriously regret wasting my money on it.",NEG,0.9985393285751343,False
False,juego de mierda en medio de la ronda 31 de zombies casi por completar el easter egg se glitcheo la partida y a mi amigo y a mi nos saco que basura de juego,NEG,0.9994240999221802,False
False,"nos vendieron el cuento chino de que habían escuchado a la comunidad ( cuando nunca lo hicieron) de no permitir las skins de black ops 6 en black ops 7 para que no desentonaran con la temática del juego y sacan esta campaña. xd. una vez más nos vendieron la moto. lo único que se salva son los zombis pero con los problemas de siempre. servidor desconectado, perfil desconectado, y múltiples bug con funciones de los chicles que luego no funcionan. mi consuelo es que fué un regalo, de lo contrario no lo hubiera descargado salvo que fuera free to play.",NEU,0.9600927829742432,False
False,es una mierda expliquenme q fue lo q arreglaron siguen saliendo los mismos tipos haqueados de siempre te dan dos tiros y te mueres estoy jugando constantemente contra profecionales no puedo asomar la cabesa  y te revientan la gente sigue jugando con mandos con muchisima ayuda asi no se puede imbesilesssssss no hacen nada q sirva devuelvanme mi dinero q asco de juego esta peor q el 6 y la historia es la peor del ciglo nada q ver con un juego de calo mierda renuncien y dejenle la creacion del juego a profecionales,NEG,0.9992685914039612,False
False,solo merece la pena el modo zombie y modo multijugador el modo campaña es una mierda que no se pueda pausar en una partida si tienrs que ir a mear s un delito federal  y que sea la campaña coperativo es una mierda arreglarlo y cambiare de oinion porque yo jueo solo modo campaña y en modo zombie gracias,NEG,0.9981731176376343,False
False,"el sbmm sigue igual o más fuerte que en black ops 6, pero a esto sumale que esta lleno de chetos. da puto asco, es injugable y os lo digo yo que llevo muchas horas jugadas, el juego está guapo, zombis y multi bueno pero con tryhards, cheaters y sbmm es una mierda. zombis muy guapo. campaña mala.",NEG,0.9990602135658264,False
False,"peor black ops sin duda, no compren esto ni porque se los regalen alch",NEG,0.9990803003311157,False
False,"es el mejor que han sacado en los últimos 10 años (algo no muy complicado). el zombies y el multiplayer son muy divertidos, el zombies vuelve a un estilo más similar a los originales y añade un modo más complejo en el que puedes añadir diferentes modificadores. esto muy bien, pero la campaña tiene un guión malo malo. usan demasiado la ia para cosas que solo abultan el tamaño del juego como grafitis y calling cards. no comprar por más de 35€",POS,0.8389923572540283,True
False,"this game is terrible; i have to play every match like there's no tomorrow. the worst part is that if we're losing, they spawn too many enemies. the respawn points are awful; you appear and a winged enemy spawns right next to you.",NEG,0.9961459636688232,False
True,"como siempre los zombies carreando la saga, aunque igual nunca compro los cods ni por la campaña ni por el multi, solo zombies y por lo menos para mi estos zombies prometen osi osi",NEU,0.9824371337890625,True
False,gente realmente no lo compren al juego tiene sbmm alto la campaña es mala,NEG,0.9992623925209045,False
False,"se rien de su propio publico, este juego roza la estafa",NEG,0.9989150762557983,False
True,el easter egg de zombies el boss final es demasiado dificil hahaha,NEG,0.9985622763633728,False
True,"la campaña es una mierda?, absolutamente pero no voy a mentir y aunque el multiplayer sea un copy paste de bo6 sigue siendo entretenido y frenetico, falla en algunos mapas agregados pero bueno, los zombies siguen carreando los call of duty, no tengo queja en nada, lo recomiendo si eres un mamador",NEU,0.7762029767036438,True
True,"despues de 15h de juego la parte mas destacable es que los zombis no me parecen malos, el multi bueno, no esta mal esta divertido, la campaña ni la voy a tocar, suficiente con lo que he visto, para mi es recomendable simplemente porque llevaba años sin jugar un cod y tenia ganas de darle otra vez a uno",POS,0.9987101554870605,True
True,"el zombies me ha gustado, no se si me lo lean pero saquen más mapas de supervicencia por favor.",POS,0.9942821264266968,True
True,"es mejor que el 6 sin lugar a dudas, el zombies es super difícil de jugar con una sola persona y ya no hay match en las partidas del multi",NEU,0.9847897887229919,True
False,"they lied about sbmm, this company hate the costumers",NEU,0.9988219141960144,False
True,el mejor cod; que bacan; una campaña multijugador con dinamicas como world of warcraft,POS,0.9979215264320374,True
True,"- modo campaña 3/10: para niños. decepcionante si lo comparas con campañas de antaño. está divertida con colegas,te echas unas risas, es arcade, pero muy muy lejos del nivel de ww,bo1 y modern warfare clásicos, nada que ver.
- multijugador 7,5/10: para todos. como siempre, arcade, es divertido sin el sbmm. me gustaban los modern warfare clásicos para multi y los black ops para zombies. le falta la facilidad y variedad de elegir los modos de juego como antaño.
- engame ¿?/10: no lo he probado aún.
- zombies 9/10 : este modo es para adultos. me enamoré de zombies en ww, black ops1 y 2. desde entonces, excepto ww2, ninguno me ha gustado hasta bo7, de bo6 me encantó la manejabilidad, pero la historia y los mapas....eran infumables. me parecen top los zombies en el 7. hacía años y años que no tenía este vicio insano por zombies. ha recuperado la estética e iluminación de los buenos tiempos, ese ambiente es clave. el modo cursed es muy bueno. puedo jugar en cursed con la reliquia de las 4 bebidas, no uso chicles y prácticamente tengo lo mejor de lo clásico con la manejabilidad de lo moderno. la vuelta de los ultimis y su aura. me encantan. no les doy un 10 porque la crew de requiem sobra, es un equipo totalmente woke y forzado para ser inclusivos (el negro del bronx con pintas de indigente, la vieja lesbiana amargada feminazi, la de género fluido con pelo en el sobaco y el ciego de la once). siento que estropean toda la magia, no tienen aura, se ven ridículos al lado de richtofen y compañía.
también echo en falta los comentarios basados y funables de antaño, las armas de la segunda guerra mundial con pack a punch, el mp40...la temática zombies nazis, creo que deberían haberle dado continuidad al estilo de ww2 pero con el humor negro de los clásicos.
el doblaje al castellano es una mierda. en voz original farmea aura.


jugando a cod desde hace 17 años mi conclusión es:
- los zombies si valen lo que cuesta el juego, antiguamente pagabas más con los dlc, 80 euros bien pagados, y estoy seguro de que los siguientes mapas van a ser top,me parece correcto, ni más ni menos.
- si hablamos del multi diría que cuesta 30-40 euros por ahora.
- el modo endgame  tiene muy buena pinta pero no lo he probado.
- finalmente el modo campaña vale 5-10 euros y de milagro.

los juegos de la última década han sido lamentables en general, no solo call of duty.
se han centrado tanto en los gráficos y el realismo que ha perdido la diversión la industria del videojuego, sumándole los micropagos.
también da la sensación de que hacen los juegos para tontos, sin dificultad ninguna.
la creatividad y originalidad son inexistentes en la actualidad.
precisamente el modo zombies tiene esa orginalidad y ese punto que hace que te enganches, te diviertas y quieras jugarlo una y otra vez, con retos cada vez más complicados y más locos en rondas muy altas.
desde kino der toten y tranzit no había jugado tanto un mapa como ashes of the damned.
si eres zomber lo recomiendo 100%, te va a sorprender.
si es por multiplayer no lo compraría hasta verlo en oferta y me compraría en todo caso battlefield6 aunque no lo he probado,pero tiene mejor pinta.
y por el modo campaña ni se me pasaría por la cabeza la idea de comprarlo.",POS,0.5619181990623474,True
False,"no se por que pero no me inicia 
alguien sabe?",NEU,0.9515795707702637,False
False,i did not like it i want my refund,NEU,0.9957565665245056,False
False,shit game,NEU,0.9870075583457947,False
True,only zombies is worth it..,NEG,0.9831404089927673,False
True,"no vale 80$, pero es un buen juego.",POS,0.9986940026283264,True
True,"ta caro...si no,estaria bueno",NEU,0.8818526268005371,True
True,"está muy bien la verdad, soy un fiel seguidor de cod pero el último que compré fue el bo3 en su época, considero que si juegas cada cod que sale, incluyendo el bo6. no te renta mucho este cod, si eres como yo, que lleva mucho sin coger un cod, te lo recomiendo, la verdad que mis dieces",POS,0.9925305247306824,True
True,el mejor,POS,0.9986028075218201,True
True,"a mi si me gustó, yo juego multi asi que con eso",POS,0.9983561635017395,True
False,"(actuais todos como si comprara todos los cods que salen. no soy tan mononeuronal, llevaba sin comprar uno desde el reboot de modern warfare.)

no vuelvo a pagar un call of duty

-campaña:
->online e historia absurda.
->literalmente es warzone pero con ""historia"".
->el concepto de online y bosses está bien, no para una campaña, pero si para un modo a parte.

-multijugador, está bien, hasta que ves que los emblemas están hechos con ia.
->por no decir, que me ha saltado 3 veces en un día el mismo bug de ver la pantalla de carga a mitad partida. es decir, la partida carga, pero solo ves la pantalla de carga.

-zombies: 
->que cojones hacen los originales aquí, todos sabemos como acabaron en bo4.
->no soy fan de zombies, tampoco puedo opinar.

conclusiones: 
no pagues 80€ por esto, y a ver si activision se entera que renta mas tardar en hacer un juego pero que esté bien hecho, a sacar esto.",NEG,0.983913779258728,False
False,"tremendo bodrio, call of duty black ops 6, ni se molestaron en cambiar el sonido del anterior juego, esta horrible, si lo tienes en el game pass hasta me doleria pagar 10 dolares para probar semejante bodrio, horrible, en todas las letras, no esta bueno no sean cojudos.",NEG,0.9991814494132996,False
False,"menudo mojón... lo he comprado hace 1h y ya me arrepiento, mapas enanos y un respawn mas aleatorio que una tombola... 1/5 estrellas.",NEG,0.9989025592803955,False
False,"los zombies mi pasión, las mujeres negras mi perdición",NEG,0.9965388774871826,False
False,"tiene sbmm cuando dijeron que lo habian quitado o reducido, la campaña y el modo zombie parece un dlc del black ops 6",NEG,0.9757391214370728,False
False,"lo volvi a jugar por que habian quitado partida igualada pero ahora lo han vuelto a poner y la han cagado.
me parece que ahora mismo el juego solo vale para hecharse unos zombis tranquilo y poco mas, por que si juegas multi solo va a servir para que te encuentren 15 enfermitos que no salen de su casa y no te dejen disfrutar del juego. 
nunca pense en llevarme este chasco de un juego que me esperaba que fuese a ser la ostia.",NEG,0.9986101388931274,False
False,"he de reconocer que lo han logrado, han logrado una decadencia todavía más acentuada, un fracaso de compañía y de videojuego, me lo compré porque realmente no había nada más a qué jugar y... como me equivoqué, el ajedrez del windows 7 era sin lugar a dudas muchísimo mejor juego que esta escoria.

call of duty murió, pero en 2019, lo único que el afán de la commpañía que lo lleva, es arruinarlo año tras año todavía más y más, hasta el punto en el que cualquier otra cosa, es muchísimo mejor que dedicarle ni si quiera 1 minuto a esta cosa que tienen el valor de llamarlo videojuego.

estafadores y mentirosos, deberíais cerrar los servidores y devolver a la gente el dinero de esta porquería, incompetentes.",NEG,0.9991852641105652,False
False,"antes el 6 iba de puta madre pero han metido una mierda de seguridad y no se puede jugar ni este ni el anterior, quiero mi reembolso (:",NEG,0.9992802739143372,False
False,"no hay ninguna manera de poder justificar un gasto de 70 dólares en esto. para nada. incluso si está de oferta, lo dudaría mucho, a menos que se justifique el gasto solo por el modo zombie. porque con lo que este juego ofrece no lo vale. aun usando la tarjeta de papi es una muy mala forma de gastar el dinero. en el mercado actual, dentro del género shooter, existen otras propuestas con experiencias de calidad, coherentes e innovadoras que superan esto en todos los sentidos. si quieres guerra inmersiva pura y dura battlefield 6 hoy es líder; si quieres algo multijugador innovador tienes arc raider, pero si quieres un modo zombie, okey, vamos a poner ahí a black ops 7 y será solo eso en lo que podría decirte que tiene chances de ganar.  por lo demás, completamente olvidable.",NEU,0.5913109183311462,False
False,"do not buy this. the sbmm is absolutely terrible, by far the worst i’ve ever experienced , and i seriously regret wasting my money on it.",NEG,0.9985393285751343,False
False,juego de mierda en medio de la ronda 31 de zombies casi por completar el easter egg se glitcheo la partida y a mi amigo y a mi nos saco que basura de juego,NEG,0.9994240999221802,False
False,"nos vendieron el cuento chino de que habían escuchado a la comunidad ( cuando nunca lo hicieron) de no permitir las skins de black ops 6 en black ops 7 para que no desentonaran con la temática del juego y sacan esta campaña. xd. una vez más nos vendieron la moto. lo único que se salva son los zombis pero con los problemas de siempre. servidor desconectado, perfil desconectado, y múltiples bug con funciones de los chicles que luego no funcionan. mi consuelo es que fué un regalo, de lo contrario no lo hubiera descargado salvo que fuera free to play.",NEU,0.9600927829742432,False
False,es una mierda expliquenme q fue lo q arreglaron siguen saliendo los mismos tipos haqueados de siempre te dan dos tiros y te mueres estoy jugando constantemente contra profecionales no puedo asomar la cabesa  y te revientan la gente sigue jugando con mandos con muchisima ayuda asi no se puede imbesilesssssss no hacen nada q sirva devuelvanme mi dinero q asco de juego esta peor q el 6 y la historia es la peor del ciglo nada q ver con un juego de calo mierda renuncien y dejenle la creacion del juego a profecionales,NEG,0.9992685914039612,False
False,solo merece la pena el modo zombie y modo multijugador el modo campaña es una mierda que no se pueda pausar en una partida si tienrs que ir a mear s un delito federal  y que sea la campaña coperativo es una mierda arreglarlo y cambiare de oinion porque yo jueo solo modo campaña y en modo zombie gracias,NEG,0.9981731176376343,False
False,"el sbmm sigue igual o más fuerte que en black ops 6, pero a esto sumale que esta lleno de chetos. da puto asco, es injugable y os lo digo yo que llevo muchas horas jugadas, el juego está guapo, zombis y multi bueno pero con tryhards, cheaters y sbmm es una mierda. zombis muy guapo. campaña mala.",NEG,0.9990602135658264,False
False,"peor black ops sin duda, no compren esto ni porque se los regalen alch",NEG,0.9990803003311157,False
False,"es el mejor que han sacado en los últimos 10 años (algo no muy complicado). el zombies y el multiplayer son muy divertidos, el zombies vuelve a un estilo más similar a los originales y añade un modo más complejo en el que puedes añadir diferentes modificadores. esto muy bien, pero la campaña tiene un guión malo malo. usan demasiado la ia para cosas que solo abultan el tamaño del juego como grafitis y calling cards. no comprar por más de 35€",POS,0.8389923572540283,True
False,"this game is terrible; i have to play every match like there's no tomorrow. the worst part is that if we're losing, they spawn too many enemies. the respawn points are awful; you appear and a winged enemy spawns right next to you.",NEG,0.9961459636688232,False
True,"como siempre los zombies carreando la saga, aunque igual nunca compro los cods ni por la campaña ni por el multi, solo zombies y por lo menos para mi estos zombies prometen osi osi",NEU,0.9824371337890625,True
False,gente realmente no lo compren al juego tiene sbmm alto la campaña es mala,NEG,0.9992623925209045,False
False,"se rien de su propio publico, este juego roza la estafa",NEG,0.9989150762557983,False
True,el easter egg de zombies el boss final es demasiado dificil hahaha,NEG,0.9985622763633728,False
True,"la campaña es una mierda?, absolutamente pero no voy a mentir y aunque el multiplayer sea un copy paste de bo6 sigue siendo entretenido y frenetico, falla en algunos mapas agregados pero bueno, los zombies siguen carreando los call of duty, no tengo queja en nada, lo recomiendo si eres un mamador",NEU,0.7762029767036438,True
True,"despues de 15h de juego la parte mas destacable es que los zombis no me parecen malos, el multi bueno, no esta mal esta divertido, la campaña ni la voy a tocar, suficiente con lo que he visto, para mi es recomendable simplemente porque llevaba años sin jugar un cod y tenia ganas de darle otra vez a uno",POS,0.9987101554870605,True
True,"el zombies me ha gustado, no se si me lo lean pero saquen más mapas de supervicencia por favor.",POS,0.9942821264266968,True
True,"es mejor que el 6 sin lugar a dudas, el zombies es super difícil de jugar con una sola persona y ya no hay match en las partidas del multi",NEU,0.9847897887229919,True
